S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2017-2018,Sikkim,227460007,Arithang Neel Gagan Development Society,MartamGyalshing737113,0.00
2,2017-2018,Sikkim,227430015,Baptist Church Sikkim,P.O. Namchybong P.O.Box 116 East Sikkim Gangtok -737106 SikkimGangtok East Sikkim737101,0.00
3,2017-2018,Sikkim,227450005,DRIKUNG GYALTSEY CHARITABLE TRUST,YANGZOM HOUSE TATHANGCHENGANGTOK737101,1588219.00
4,2017-2018,Sikkim,227460004,Health and Environment Conservation Society,Berthang Block PO Bermiok Bazar West SikkimGayzing737113,0.00
5,2017-2018,Sikkim,227460003,Himali Vikash Sansthan,Middle Bermiok West SikkimKaluk PS737113,0.00
6,2017-2018,Sikkim,227460008,Himanchal Christia Sangati Budang Church Managing Committee,5th Mile Budang PO Budang Via Naya Bazar PS Naya Bazar District West SikkimWest Sikkim737121,650764.06
7,2017-2018,Sikkim,227430009,Human Development Foundation of Sikkim,Lepcha CottageChanbari P O Raj BhavanGangtok,14515155.00
8,2017-2018,Sikkim,227430008,Indo Swiss Project Sikkim Trust,Gesarkhang NH 31/A Opp. Kanchen ViewGangtok Sikkim-737102,0.00
9,2017-2018,Sikkim,227430021,ISHWARAMBHA SAMITI SANGH,JALIPUL EAST SIKKIM POST RANIPOOL EAST SIKKIMRANIPOOL East Division737135,0.00
10,2017-2018,Sikkim,227450007,KAPINZAL SOCIAL FOUNDATION,RAVANGLA PO RAVANGLA PS RAVANGLARAVANGLA737139,0.00
11,2017-2018,Sikkim,227430003,Karmapa Charitable Trust,Dharma Chakra Centre P.O.RumtekSikkim-,19828057.00
12,2017-2018,Sikkim,227430010,Namgyal Institute of Tibetology,Deorali Gangtok EastSikkim-737102,0.00
13,2017-2018,Sikkim,227450006,Namthang Yuva Jagaran Association NYJA,Namthang Rateypani ConstituencyNamchi737132,0.00
14,2017-2018,Sikkim,227430020,NYINGMA FOUNDATION TRUST,GONDAK HOUSE UPPER ARITHANG POST BOX NO 153GANGTOK737101,26573020.00
15,2017-2018,Sikkim,227460005,Pragati Sangh,RinchenpongRinchenpong737111,0.00
16,2017-2018,Sikkim,227460009,Sangam Sanstha Sankhu,Sankhu Block Dentam BazarDentam Bazar737113,0.00
17,2017-2018,Sikkim,227450009,SHURISHING YUNGDRUNG KUNDRAKLING MONASTERY,KEWZINGKEWZING737159,760282.00
18,2017-2018,Sikkim,227430012,Sikkim Development Foundation,Tashi Khar Chungyal Complex MG Marg GangtokEast Division Sikkim-737101,0.00
19,2017-2018,Sikkim,227450001,Sikkim Presbytarian Free Church Board,P.O.Turuk Melli Bazar South SikkimSikkim-,0.00
20,2017-2018,Sikkim,227430004,Thrangu Tuluku Charitable Trust,H.No.125  P.O.Rumtek East Sikkim-737135,2029030.00
21,2017-2018,Sikkim,227430006,Voluntary Health Association of Sikkim,"BAHAI SCHOOL ROAD
DARAGAON TADONG GANGTOKGANGTOK737102",439682.46
22,2017-2018,Sikkim,227430019,Youth Development Society of Sikkim YODESS,Lower Changeylakha Near Rongli Bazar PO RongliRongli737131,0.00
